Entry Name,Priority,Base PP,Type,Targets,Base Accuracy,Effect Accuracy,Makes Contact,Can Be Protected Against,Can Be Reflected By Magic Coat,Can Be Stolen By Snatch,Can Be Copied By Mirror Move,Gains Flinch Chance With King's Rock,Callable by Metronome,Copyable by Mimic,Callable by Assist,Callable by Sleep Talk,Is Sound Based,Has unspecified target,Is HM Move,Category,Has Risk Flag,Match Up Chart Type,Contest Appeal Jam Index,Contest Appeal Type,Base Power,Effect,Animation ID,Name ID,Unused String ID,Exclamation String ID,Description ID,Animation ID 2,Move Effect Type
"Revenge"  - 279,-4,10,Fight (1),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),42,Tough (5),60,"double damage if user has been hit this turn" (185),279 (0x117),"Revenge" (0x8E7),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"An attack that gains power[New Line]if injured by the target." (0x2A1B),279 (0x117),Attack (1)
"Brick Break"  - 280,0,15,Fight (1),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),13,Cool (1),75,"hit and breaks lightscreen, barrier and reflect" (186),280 (0x118),"Brick Break" (0x8E8),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F70),"Destroys barriers such as[New Line]Reflect and causes damage." (0x2A1C),280 (0x118),Attack (1)
"Yawn"  - 281,0,10,Normal (0),Selected Target (0),100,0,false,true,true,false,false,false,true,true,true,true,true,true,false,Neither (0),false,15 (0xF),27,Cute (3),0,"makes foe drowsy" (187),281 (0x119),"Yawn" (0x8E9),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F70),"Makes the target yawn[New Line]and fall asleep next turn." (0x2A1D),281 (0x119),Status Effect (5)
"Ice Fang"  - 282,0,15,Ice (15),Selected Target (0),95,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),13,Smart (4),65,"hit and freeze chance" (5),158 (0x9E),"Ice Fang" (0x8EA),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"An elemental bite that[New Line]may leave a status." (0x2A1E),158 (0x9E),Attack (1)
"Endeavor"  - 283,0,5,Normal (0),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,4 (0x4),31,Tough (5),1,"reduces targets hp to user's current hp if user has less hp" (189),283 (0x11B),"Endeavor" (0x8EB),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F71),"Gains power if target's[New Line]HP is higher than user's." (0x2A1F),283 (0x11B),Attack (1)
"Eruption"  - 284,0,5,Fire (10),Both Foes (4),100,0,false,true,false,false,false,true,true,true,true,true,false,true,false,Special (2),false,1 (0x1),34,Beauty (2),150,"does more damage the more hp the user has remaining" (190),307 (0x133),"Eruption" (0x8EC),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"The higher the user's HP,[New Line]the more damage caused." (0x2A20),307 (0x133),Attack (1)
"Power Gem"  - 285,0,20,Rock (5),Selected Target (0),100,0,false,true,false,false,false,true,false,true,false,true,false,true,false,Special (2),false,2 (0x2),49,Cool (1),80,No effect (0),295 (0x127),"Power Gem" (0x8ED),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"The user attacks with[New Line]light that sparkles like gems." (0x2A21),295 (0x127),Attack (1)
"Trick Room"  - 286,-9,1,Dark (17),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,3 (0x3),6,Beauty (2),0,"prevents allies from stat drops by opponents" (46),159 (0x9F),"Trick Room" (0x8EE),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),None (0x0),159 (0x9F),Field Effect (6)
"U-Turn"  - 287,0,20,Bug (6),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),46,Cool (1),70,"transforms into opponent" (57),167 (0xA7),"U-Turn" (0x8EF),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"After it attacks, it[New Line]rushes to switch out." (0x2A25),167 (0xA7),Attack (1)
"Shadow Burn"  - 288,0,5,Normal (0),Selected Target (0),95,100,false,true,true,false,false,false,true,true,true,true,false,true,true,Special (2),false,2 (0x2),49,Cool (1),0,"burns foe" (167),52 (0x34),"Shadow Burn" (0x8F0),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A weak flame[New Line]burns the target." (0x2A24),52 (0x34),Status Effect (5)
"Volt Switch"  - 289,0,20,Electr (13),Selected Target (0),100,0,false,true,false,false,false,true,true,true,true,true,false,true,false,Special (2),true,6 (0x6),28,Smart (4),70,"transforms into opponent" (57),192 (0xC0),"Volt Switch" (0x8F1),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"After it attacks, it[New Line]rushes to switch out." (0x2A25),192 (0xC0),Attack (1)
"Shadow Strength"  - 290,0,5,Normal (0),Selected Target (0),90,0,true,true,false,false,false,true,true,true,true,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),70,"power doubles if user is burned, poisoned or paralyzed" (169),263 (0x107),"Shadow Strength" (0x8F2),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Power doubles if the[New Line]user is suffering." (0x2A26),263 (0x107),Attack (1)
"Shadow Crash"  - 291,0,5,Normal (0),Selected Target (0),75,0,true,true,false,false,false,true,true,true,true,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),100,"hit with 33% recoil" (198),38 (0x26),"Shadow Crash" (0x8F3),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"A reckless collision[New Line]with massive recoil." (0x2A27),38 (0x26),Attack (1)
"Arm Thrust"  - 292,0,20,Fight (1),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),18,Tough (5),15,"2-5 hits" (29),292 (0x124),"Arm Thrust" (0x8F4),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Straight-arm punches that[New Line]hit the target 2 to 5 times." (0x2A28),292 (0x124),Attack (1)
"Shadow Knee"  - 293,0,5,Normal (0),Selected Target (0),85,0,true,true,false,false,false,true,true,true,true,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),95,"damages user if misses" (45),26 (0x1A),"Shadow Knee" (0x8F5),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A powerful knee kick.[New Line]Damages user if misses." (0x2A29),26 (0x1A),Attack (1)
"Shadow Agility"  - 294,0,5,Normal (0),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,true,Neither (0),false,2 (0x2),49,Cool (1),0,"type and power based on user's IVs" (135),97 (0x61),"Shadow Agility" (0x8F6),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Boosts mobility by raising[New Line]speed and evasion." (0x2A2A),97 (0x61),Stat Buff (4)
"Flash Cannon"  - 295,0,15,Steel (8),Selected Target (0),100,10,false,true,false,false,false,false,true,true,true,true,false,true,false,Special (2),false,1 (0x1),11,Smart (4),80,"hit and special defense lowering chance" (72),295 (0x127),"Flash Cannon" (0x8F7),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Attacks with a burst of[New Line]light. May lower Sp. Def." (0x2A2B),295 (0x127),Attack (1)
"Moonblast"  - 296,0,10,Fairy (9),Selected Target (0),100,30,false,true,false,true,false,false,true,true,true,true,false,true,false,Special (2),false,1 (0x1),13,Smart (4),95,"hit and special attack lowering chance" (71),296 (0x128),"Moonblast" (0x8F8),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Attacks with the moon's[New Line]power. May lower Sp. Atk." (0x2A2C),296 (0x128),Attack (1)
"Featherdance"  - 297,0,15,Flying (2),Selected Target (0),100,0,false,true,true,false,false,false,true,true,true,true,false,true,false,Neither (0),false,15 (0xF),31,Beauty (2),0,"harshly lowers foes attack" (58),297 (0x129),"Featherdance" (0x8F9),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F70),"Envelops target with down[New Line]to sharply reduce Attack." (0x2A2D),297 (0x129),Stat Nerf (3)
"Skill Swap"  - 298,0,10,Psychc (14),Selected Target (0),100,0,false,true,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,15 (0xF),32,Smart (4),0,"swaps abilities with the target" (191),285 (0x11D),"Skill Swap" (0x8FA),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Switches abilities with[New Line]the target." (0x2A2E),285 (0x11D),Misc (10)
"Blaze Kick"  - 299,0,10,Fire (10),Selected Target (0),90,10,true,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),1,Beauty (2),85,"hit and burn chance and high crit ratio" (200),299 (0x12B),"Blaze Kick" (0x8FB),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A kick with a high critical-[New Line]hit ratio. May cause a burn." (0x2A2F),299 (0x12B),Attack (1)
"Shadow Terrain"  - 300,0,5,Normal (0),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,true,Neither (0),false,2 (0x2),49,Cool (1),0,"weakens power of electric moves" (201),369 (0x171),"Shadow Terrain" (0x8FC),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F70),"Spreads an aura that weakens[New Line]non-shadow moves" (0x2A30),368 (0x170),Field Effect (6)
"Shadow Fang"  - 301,0,5,Normal (0),Selected Target (0),90,50,true,true,false,false,false,true,true,true,true,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),60,"hit and attack lowering chance" (68),44 (0x2C),"Shadow Fang" (0x8FD),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"An aggressive bite which can[New Line]lower the target's attack." (0x2A31),44 (0x2C),Attack (1)
"Needle Arm"  - 302,0,15,Grass (12),Selected Target (0),100,30,true,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),13,Smart (4),60,"hit and flinch chance" (150),302 (0x12E),"Needle Arm" (0x8FE),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Attacks with thorny arms.[New Line]May cause flinching." (0x2A32),302 (0x12E),Attack (1)
"Slack Off"  - 303,0,10,Normal (0),User (5),100,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,3 (0x3),34,Cute (3),0,"restores 50% hp" (32),303 (0x12F),"Slack Off" (0x8FF),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Slacks off and restores[New Line]half the maximum HP." (0x2A33),303 (0x12F),Healing (2)
"Hyper Voice"  - 304,0,10,Normal (0),Both Foes (4),100,0,false,true,false,false,false,true,true,true,true,true,true,true,false,Special (2),false,1 (0x1),14,Cool (1),90,No effect (0),304 (0x130),"Hyper Voice" (0x900),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A loud attack that uses[New Line]sound waves to injure." (0x2A34),304 (0x130),Attack (1)
"Poison Fang"  - 305,0,15,Poison (3),Selected Target (0),100,50,true,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),28,Smart (4),50,"hit and badly poison chance" (202),305 (0x131),"Poison Fang" (0x901),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A sharp-fanged attack.[New Line]May badly poison target." (0x2A35),305 (0x131),Attack (1)
"Crush Claw"  - 306,0,10,Normal (0),Selected Target (0),95,50,true,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),13,Cool (1),75,"hit and defense lowering chance" (69),11 (0xB),"Crush Claw" (0x902),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Slices target with sharp[New Line]claws. May lower Defense." (0x2A36),11 (0xB),Attack (1)
"Psycho Cut"  - 307,0,20,Psychc (14),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),38,Cool (1),70,"high crit ratio" (43),11 (0xB),"Psycho Cut" (0x903),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F71),"High crit chance." (0x2A37),11 (0xB),Attack (1)
"Sludge Wave"  - 308,0,10,Poison (3),Both Foes and Ally (6),100,10,false,true,false,false,false,false,true,true,true,true,false,true,false,Special (2),true,1 (0x1),19,Beauty (2),95,"deals typless damage between 0.5 and 1.5 x user's level" (88),124 (0x7C),"Sludge Wave" (0x904),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Sprays sludge all around.[New Line]May poison targets." (0x2A38),124 (0x7C),Attack (1)
"Meteor Mash"  - 309,0,10,Steel (8),Selected Target (0),90,20,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),36,Cool (1),90,"hit and chance to raise user's attack" (139),309 (0x135),"Meteor Mash" (0x905),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Fires a meteor-like punch.[New Line]May raise Attack." (0x2A39),309 (0x135),Attack (1)
"Astonish"  - 310,0,15,Ghost (7),Selected Target (0),100,30,true,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),11,Smart (4),30,"hit and flinch chance" (150),310 (0x136),"Astonish" (0x906),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"An attack that may shock[New Line]the target into flinching." (0x2A3A),310 (0x136),Attack (1)
"Shadow Sickness"  - 311,0,5,Normal (0),Selected Target (0),90,0,false,true,true,false,false,false,true,true,true,true,false,true,true,Neither (0),false,2 (0x2),49,Cool (1),0,"badly poisons foe" (33),371 (0x173),"Shadow Sickness" (0x907),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Spreads a virus to badly[New Line]poison a target." (0x2A3B),370 (0x172),Status Effect (5)
"Drill Run"  - 312,0,15,Ground (4),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,3 (0x3),31,Smart (4),80,"high crit ratio" (43),32 (0x20),"Drill Run" (0x908),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Rotates the body like a drill.[New Line]Likely to be a critical hit." (0x2A3C),32 (0x20),Attack (1)
"Power Whip"  - 313,0,5,Grass (12),Selected Target (0),85,0,false,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,15 (0xF),31,Smart (4),120,No effect (0),338 (0x152),"Power Whip" (0x909),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F70),"Whips the foe violently[New Line]with vines/tentacles." (0x2A3D),338 (0x152),Attack (1)
"Hidden Power"  - 314,0,10,Fire (10),Selected Target (0),100,0,false,true,false,false,false,true,true,true,true,true,false,true,false,Special (2),false,1 (0x1),20,Cool (1),60,No effect (0),237 (0xED),"Hidden Power" (0x90A),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"The move's type[New Line]varies." (0x2A3E),237 (0xED),Attack (1)
"Overheat"  - 315,0,5,Fire (10),Selected Target (0),90,0,false,true,false,false,false,true,true,true,true,true,false,true,false,Special (2),true,1 (0x1),2,Beauty (2),130,"hit then sharply lowers user's special attack" (204),257 (0x101),"Overheat" (0x90B),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Allows a full-power attack,[New Line]but sharply lowers Sp. Atk." (0x2A3F),257 (0x101),Attack (1)
"Dragon Ascent"  - 316,0,5,Flying (2),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),18,Tough (5),120,"unused - 131" (131),245 (0xF5),"Dragon Ascent" (0x90C),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F72),"A vicious attack from.[New Line]the sky. Lowers defenses." (0x2A40),245 (0xF5),Attack (1)
"Rock Tomb"  - 317,0,15,Rock (5),Selected Target (0),95,100,false,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),48,Smart (4),60,"hit and speed lowering chance" (70),317 (0x13D),"Rock Tomb" (0x90D),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Immobilizes the target[New Line]with rocks, and cuts Speed." (0x2A41),317 (0x13D),Attack (1)
"Silver Wind"  - 318,0,5,Bug (6),Selected Target (0),100,10,false,true,false,false,false,true,true,true,true,true,false,true,false,Special (2),false,1 (0x1),39,Beauty (2),60,"hit and chance to raise all stats" (140),318 (0x13E),"Silver Wind" (0x90E),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A powdery attack that may[New Line]raise abilities." (0x2A42),318 (0x13E),Attack (1)
"Metal Sound"  - 319,0,40,Steel (8),Selected Target (0),85,0,false,true,true,false,false,false,true,true,true,true,true,true,false,Neither (0),false,15 (0xF),14,Smart (4),0,"harshly lowers foes special defense" (62),319 (0x13F),"Metal Sound" (0x90F),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Emits a horrible screech[New Line]that sharply lowers Sp. Def." (0x2A43),319 (0x13F),Stat Nerf (3)
"Giga Impact"  - 320,0,5,Normal (0),Selected Target (0),90,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),true,1 (0x1),14,Smart (4),150,"next turn recharge" (80),38 (0x26),"Giga Impact" (0x910),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"A full power tackle.[New Line]The user must recharge." (0x2A44),38 (0x26),Attack (1)
"Tickle"  - 321,0,20,Fairy (9),Selected Target (0),100,0,false,true,true,false,false,true,true,true,true,true,false,true,false,Neither (0),false,15 (0xF),28,Cute (3),0,"lowers targets attack and defense" (205),321 (0x141),"Tickle" (0x911),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F71),"Makes the target laugh to[New Line]lower Attack and Defense." (0x2A45),321 (0x141),Stat Nerf (3)
"Cosmic Power"  - 322,0,20,Psychc (14),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,3 (0x3),39,Cool (1),0,"raises user's defense and special defense" (206),322 (0x142),"Cosmic Power" (0x912),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Raises Defense and Sp. Def[New Line]with a mystic power." (0x2A46),322 (0x142),Stat Buff (4)
"Water Spout"  - 323,0,5,Water (11),Both Foes (4),100,0,false,true,false,true,false,true,true,true,true,true,false,true,false,Special (2),false,1 (0x1),34,Beauty (2),150,"does more damage the more hp the user has remaining" (190),323 (0x143),"Water Spout" (0x913),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"The higher the user's HP,[New Line]the more damage caused." (0x2A47),323 (0x143),Attack (1)
"Signal Beam"  - 324,0,15,Bug (6),Selected Target (0),100,10,false,true,false,false,false,true,true,true,true,true,false,true,false,Special (2),false,1 (0x1),44,Beauty (2),75,"hit and confusion chance" (76),324 (0x144),"Signal Beam" (0x914),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Fires a peculiar ray that[New Line]may confuse the target." (0x2A48),324 (0x144),Attack (1)
"Shadow Punch"  - 325,0,20,Ghost (7),Selected Target (0),0,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),30,Smart (4),60,"never misses (set accuracy to 0)" (17),325 (0x145),"Shadow Punch" (0x915),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"An unavoidable punch that[New Line]is thrown from shadows." (0x2A49),325 (0x145),Attack (1)
"Extrasensory"  - 326,0,30,Psychc (14),Selected Target (0),100,10,false,true,false,false,false,false,true,true,true,true,false,true,false,Special (2),false,1 (0x1),13,Cool (1),80,"hit and flinch chance" (150),326 (0x146),"Extrasensory" (0x916),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Attacks with a peculiar[New Line]power. May cause flinching." (0x2A4A),326 (0x146),Attack (1)
"Sky Uppercut"  - 327,0,15,Fight (1),Selected Target (0),90,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),20,Cool (1),85,"hit enemies in the air" (207),327 (0x147),"Sky Uppercut" (0x917),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"An uppercut thrown as if[New Line]leaping into the sky." (0x2A4B),327 (0x147),Attack (1)
"Sand Tomb"  - 328,0,15,Ground (4),Selected Target (0),85,100,false,true,false,false,false,true,true,true,true,true,false,true,false,Special (2),false,1 (0x1),48,Smart (4),35,"hit and traps foe" (42),328 (0x148),"Sand Tomb" (0x918),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Traps and hurts target in[New Line]a whirlpool for 2 to 5 turns." (0x2A4C),328 (0x148),Attack (1)
"Shadow Barrier"  - 329,0,5,Normal (0),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,true,Neither (0),false,2 (0x2),49,Cool (1),0,"first turn raises defense, second turn attacks" (145),244 (0xF4),"Shadow Barrier" (0x919),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"A screen drastically boosts[New Line]Sp.def but drops evasion." (0x2A4D),244 (0xF4),Stat Buff (4)
"Shadow Wave"  - 330,0,5,Normal (0),Both Foes and Ally (6),90,0,false,true,false,false,false,true,true,true,true,true,false,true,true,Special (2),false,2 (0x2),49,Cool (1),90,"hit all adjacent pokemon including underground targets" (147),330 (0x14A),"Shadow Wave" (0x91A),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"Attacks with water[New Line]polluted by an evil aura." (0x2A4E),330 (0x14A),Attack (1)
"Bullet Seed"  - 331,0,30,Grass (12),Selected Target (0),100,0,false,true,false,true,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),46,Cool (1),25,"2-5 hits" (29),331 (0x14B),"Bullet Seed" (0x91B),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Shoots 2 to 5 seeds in a row[New Line]to strike the target." (0x2A4F),331 (0x14B),Attack (1)
"Aerial Ace"  - 332,0,20,Flying (2),Selected Target (0),0,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),30,Cool (1),60,"never misses (set accuracy to 0)" (17),332 (0x14C),"Aerial Ace" (0x91C),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"An extremely speedy and[New Line]unavoidable attack." (0x2A50),332 (0x14C),Attack (1)
"Icicle Spear"  - 333,0,30,Ice (15),Selected Target (0),100,0,false,true,false,true,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),20,Beauty (2),25,"2-5 hits" (29),333 (0x14D),"Icicle Spear" (0x91D),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Attacks target by firing[New Line]2 to 5 icicles in a row." (0x2A51),333 (0x14D),Attack (1)
"Iron Defense"  - 334,0,15,Steel (8),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,3 (0x3),6,Tough (5),0,"sharply boosts defense" (51),106 (0x6A),"Iron Defense" (0x91E),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"Hardens the body's surface[New Line]to sharply raise Defense." (0x2A52),106 (0x6A),Stat Buff (4)
"Shadow Club"  - 335,0,5,Normal (0),Selected Target (0),95,20,false,true,false,false,false,true,true,true,true,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),85,"hit and defense lowering chance" (69),155 (0x9B),"Shadow Club" (0x91F),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"A bone strike that[New Line]may lower defense." (0x2A53),155 (0x9B),Attack (1)
"Nuzzle"  - 336,0,20,Electr (13),Selected Target (0),100,100,true,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),39,Cool (1),20,"hit and paralyze chance" (6),209 (0xD1),"Nuzzle" (0x920),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A weak cheek nuzzle that[New Line]paralyses the foe." (0x2A54),209 (0xD1),Attack (1)
"Dragon Claw"  - 337,0,15,Dragon (16),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),20,Cool (1),80,No effect (0),337 (0x151),"Dragon Claw" (0x921),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Scratches the target[New Line]with sharp claws." (0x2A55),337 (0x151),Attack (1)
"Feint"  - 338,2,10,Normal (0),Selected Target (0),100,0,false,false,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),20,Cute (3),30,"unused - 22" (22),252 (0xFC),"Feint" (0x922),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A swift feint which makes[New Line]a foe drop its guard." (0x2A56),252 (0xFC),Attack (1)
"Bulk Up"  - 339,0,20,Fight (1),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,3 (0x3),39,Beauty (2),0,"raises attack and defense" (208),339 (0x153),"Bulk Up" (0x923),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6F),"Bulks up the body to boost[New Line]both Attack and Defense." (0x2A57),339 (0x153),Stat Buff (4)
"Bounce"  - 340,0,5,Flying (2),Selected Target (0),85,30,true,true,false,false,false,true,true,true,true,false,false,true,false,Physical (1),false,1 (0x1),6,Cute (3),85,"hit and paralyze chance" (6),26 (0x1A),"Bounce" (0x924),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"Bounces up, then down.[New Line]May paralyze." (0x2A58),26 (0x1A),Attack (1)
"Mud Shot"  - 341,0,15,Ground (4),Selected Target (0),95,100,false,true,false,true,false,true,true,true,true,true,false,true,false,Special (2),false,1 (0x1),14,Tough (5),55,"hit and speed lowering chance" (70),341 (0x155),"Mud Shot" (0x925),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Hurls mud at the target[New Line]and reduces Speed." (0x2A59),341 (0x155),Attack (1)
"Cross Poison"  - 342,0,20,Poison (3),Selected Target (0),100,20,true,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),28,Smart (4),70,"hit and poison chance and high crit ratio" (209),342 (0x156),"Cross Poison" (0x926),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Has a high critical-hit[New Line]ratio. May also poison." (0x2A5A),342 (0x156),Attack (1)
"Shadow Tribute"  - 343,0,5,Normal (0),Selected Target (0),85,100,false,true,false,false,false,false,true,true,true,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),100,"hit and burn chance, thaws user from frozen" (125),307 (0x133),"Shadow Tribute" (0x927),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Immolates the foe in[New Line]mystical fire which burns." (0x2A5B),307 (0x133),Attack (1)
"Volt Tackle"  - 344,0,15,Electr (13),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),true,1 (0x1),2,Cool (1),120,"hit with 33% recoil" (198),344 (0x158),"Volt Tackle" (0x928),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A life-risking tackle that[New Line]also hurts the user." (0x2A5C),344 (0x158),Attack (1)
"Shadow Turn"  - 345,0,5,Normal (0),Selected Target (0),90,0,true,true,false,false,false,true,true,true,true,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),60,"transforms into opponent" (57),167 (0xA7),"Shadow Turn" (0x929),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Switches with an ally[New Line]after attacking." (0x2A5D),167 (0xA7),Attack (1)
"Shadow Trip"  - 346,0,5,Normal (0),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),65,"unused - 15" (15),21 (0x15),"Shadow Trip" (0x92A),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F70),"Trips the foe using[New Line]its own strength." (0x2A5E),21 (0x15),Attack (1)
"Calm Mind"  - 347,0,20,Psychc (14),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,3 (0x3),5,Smart (4),0,"raises special attack and special defense" (211),347 (0x15B),"Calm Mind" (0x92B),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F70),"Raises Sp. Atk and Sp. Def[New Line]by focusing the mind." (0x2A5F),347 (0x15B),Stat Buff (4)
