Entry Name,Level up Rate,Catch Rate,Gender Ratio,Exp yield,Base Happiness,Height,Weight,Cry ID,Unknown 1,Unknown 2,National Dex Index,Hoenn dex regional id,Name ID,Species Name ID,Unknown 3,Unknown 4,Unknown 5,Model ID,Types 1,Types 2,Abilities 1,Abilities 2,TM01 Tailwind,TM02 Fire Blast,TM03 U-Turn,TM04 Hurricane,TM05 Sludge Wave,TM06 Dazzling Gleam,TM07 Foul Play,TM08 Power-Up Punch,TM09 Thunder Wave,TM10 Ice Beam,TM11 Will-O-Wisp,TM12 Wild Charge,TM13 Trick Room,TM14 Scald,TM15 Flamethrower,TM16 Iron Head,TM17 Thunderbolt,TM18 Freeze Dry,TM19 Sludge Bomb,TM20 Energy Ball,TM21 Zen Headbutt,TM22 Discharge,TM23 Dragon Pulse,TM24 Superpower,TM25 Earthquake,TM26 Earth Power,TM27 Heat Wave,TM28 Blizzard,TM29 Sucker Punch,TM30 Gunk Shot,TM31 Psyshock,TM32 Shadow Ball,TM33 Rock Slide,TM34 Solarbeam,TM35 Focus Blast,TM36 X-Scissor,TM37 Thunder,TM38 Aerial Ace,TM39 Waterfall,TM40 Dragon Claw,TM41 Toxic,TM42 Flame Charge,TM43 Poison Jab,TM44 Knock Off,TM45 Reflect,TM46 Light Screen,TM47 Surf,TM48 Stone Edge,TM49 Psychic,TM50 Dark Pulse,HM01 Helping Hand,HM02 Substitute,HM03 Facade,HM04 Stomping Tantrum,HM05 Shadow Rush,HM06 Shadow Sky,HM07 Shadow Madness,HM08 Shadow Shake,TutorMove01 Draco Meteor,TutorMove02 Protect,TutorMove03 Wide Guard,TutorMove04 Encore,TutorMove05 Fire Punch,TutorMove06 Thunder Punch,TutorMove07 Ice Punch,TutorMove08 Icy Wind,TutorMove09 Snarl,TutorMove10 Taunt,TutorMove11 Rain Dance,TutorMove12 Sunny Day,Wild Items 1,Wild Items 2,Egg Moves 1,Egg Moves 2,Egg Moves 3,Egg Moves 4,Egg Moves 5,Egg Moves 6,Egg Moves 7,Egg Moves 8,Base Stats HP,Base Stats Attack,Base Stats Defense,Base Stats Sp.Atk,Base Stats Sp.Def,Base Stats Speed,EV Yields HP,EV Yields Attack,EV Yields Defense,EV Yields Sp.Atk,EV Yields Sp.Def,EV Yields Speed,Evolutions 1 Evolution Method,Evolutions 1 Evolution Condition,Evolutions 1 Evolved Form,Evolutions 2 Evolution Method,Evolutions 2 Evolution Condition,Evolutions 2 Evolved Form,Evolutions 3 Evolution Method,Evolutions 3 Evolution Condition,Evolutions 3 Evolved Form,Evolutions 4 Evolution Method,Evolutions 4 Evolution Condition,Evolutions 4 Evolved Form,Evolutions 5 Evolution Method,Evolutions 5 Evolution Condition,Evolutions 5 Evolved Form,Level Up Moves 1 Level,Level Up Moves 1 Move,Level Up Moves 2 Level,Level Up Moves 2 Move,Level Up Moves 3 Level,Level Up Moves 3 Move,Level Up Moves 4 Level,Level Up Moves 4 Move,Level Up Moves 5 Level,Level Up Moves 5 Move,Level Up Moves 6 Level,Level Up Moves 6 Move,Level Up Moves 7 Level,Level Up Moves 7 Move,Level Up Moves 8 Level,Level Up Moves 8 Move,Level Up Moves 9 Level,Level Up Moves 9 Move,Level Up Moves 10 Level,Level Up Moves 10 Move,Level Up Moves 11 Level,Level Up Moves 11 Move,Level Up Moves 12 Level,Level Up Moves 12 Move,Level Up Moves 13 Level,Level Up Moves 13 Move,Level Up Moves 14 Level,Level Up Moves 14 Move,Level Up Moves 15 Level,Level Up Moves 15 Move,Level Up Moves 16 Level,Level Up Moves 16 Move,Level Up Moves 17 Level,Level Up Moves 17 Move,Level Up Moves 18 Level,Level Up Moves 18 Move,Level Up Moves 19 Level,Level Up Moves 19 Move,Regular Sprites Pokedex Colour ID,Regular Sprites Face ID,Regular Sprites Purify Chamber Image ID,Shiny Sprites Pokedex Colour ID,Shiny Sprites Face ID,Shiny Sprites Purify Chamber Image ID
"Porygon"  - 137,Very Fast (1),45,Genderless (255),130,70 (0x46),8,365,599 (0x257),137 (0x89),1360 (0x550),137,292,"Porygon" (0x471),"Virtual" (0x6A0),0 (0x0),143 (0x8F),529 (0x211),pkx_porygon.fsys (137),Normal (0),Normal (0),Levitate (26),None (0),false,false,false,false,true,false,false,false,true,true,false,false,true,false,true,false,true,false,false,true,true,true,false,false,false,false,false,true,false,false,true,true,false,true,false,false,true,false,false,false,true,false,false,false,true,true,false,false,true,true,true,true,false,false,true,true,true,false,false,true,false,false,false,false,false,false,false,false,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),75,60,80,110,80,45,0,0,0,1,0,0,Evolution Stone (7),99 (0x63),Porygon2 (233),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Ancientpower (246),1,Nasty Plot (140),1,Psybeam (60),1,Skill Swap (298),42,Hex (251),44,Freeze Dry (198),46,Signal Beam (324),48,Recover (105),50,Tri Attack (161),52,Dark Pulse (66),54,Discharge (134),56,Shadow Ball (247),58,Psyshock (133),60,Flash Cannon (295),62,Thunderbolt (85),65,Flamethrower (53),68,Ice Beam (58),70,Psystrike (218),0,None (0),10 (0xA),face137.gtx Regular (137),poke_dance.fsys -> porygon.atx (0x1DB63200),10 (0xA),face137.gtx Shiny (523),poke_dance.fsys -> porygon_c.atx (0x1DB93200)
"Omanyte"  - 138,Very Fast (1),120,87.5% Male (31),120,70 (0x46),4,75,600 (0x258),138 (0x8A),1360 (0x550),138,293,"Omanyte" (0x472),"Spiral" (0x602),0 (0x0),144 (0x90),530 (0x212),pkx_omnite.fsys (138),Rock (5),Water (11),Sand Force (90),None (0),false,false,false,false,true,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,false,false,false,false,false,true,false,true,false,false,false,false,true,false,false,false,false,false,true,false,true,false,true,true,true,true,true,true,false,false,true,true,true,false,true,true,false,false,false,true,true,false,false,false,false,true,false,false,true,false,Rindo Berry (160),Rindo Berry (160),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),45,40,115,100,65,35,0,0,1,0,0,0,Level Up (4),40 (0x28),Omastar (139),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Icy Wind (196),1,Shell Smash (112),1,Mud Shot (341),1,Water Pulse (352),30,Ancientpower (246),32,Sandstorm (201),35,Aurora Beam (62),37,Protect (155),40,Signal Beam (324),43,Aura Sphere (4),46,Power Gem (285),48,Flash Cannon (295),50,Scald (17),53,Earth Power (11),56,Ice Beam (58),60,Calm Mind (129),65,Hydro Pump (56),70,Doom Desire (353),0,None (0),2 (0x2),face138.gtx Regular (138),poke_dance.fsys -> omnite.atx (0x1D823200),2 (0x2),face138.gtx Shiny (524),poke_dance.fsys -> omnite_c.atx (0x1D833200)
"Omastar"  - 139,Very Fast (1),45,87.5% Male (31),199,70 (0x46),10,350,601 (0x259),139 (0x8B),1360 (0x550),139,294,"Omastar" (0x473),"Spiral" (0x602),0 (0x0),145 (0x91),531 (0x213),pkx_omstar.fsys (139),Rock (5),Water (11),Sand Force (90),Shell Armour (75),false,false,false,false,true,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,false,false,false,false,true,false,true,false,true,false,false,true,false,false,false,false,false,true,false,true,false,true,true,true,true,true,true,false,false,true,true,true,false,true,true,true,false,false,true,true,false,false,false,false,true,false,true,true,false,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),90,70,145,125,80,60,0,0,2,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Icy Wind (196),1,Shell Smash (112),1,Mud Shot (341),1,Water Pulse (352),30,Ancientpower (246),32,Sandstorm (201),35,Aurora Beam (62),37,Protect (155),40,Signal Beam (324),43,Aura Sphere (4),46,Power Gem (285),48,Flash Cannon (295),50,Scald (17),53,Earth Power (11),56,Ice Beam (58),60,Calm Mind (129),65,Hydro Pump (56),70,Doom Desire (353),0,None (0),2 (0x2),face139.gtx Regular (139),poke_dance.fsys -> omstar.atx (0x1D843200),2 (0x2),face139.gtx Shiny (525),poke_dance.fsys -> omstar_c.atx (0x1D853200)
"Kabuto"  - 140,Very Fast (1),120,87.5% Male (31),119,70 (0x46),5,115,602 (0x25A),140 (0x8C),1360 (0x550),140,295,"Kabuto" (0x474),"Shellfish" (0x63A),0 (0x0),146 (0x92),532 (0x214),pkx_kabuto.fsys (140),Rock (5),Water (11),Sand Rush (91),None (0),false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,true,false,true,true,false,true,false,true,true,true,true,true,true,false,false,true,true,true,false,true,true,false,false,false,true,true,false,false,false,false,true,false,false,true,false,Wacan Berry (161),Wacan Berry (161),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),40,100,95,55,55,55,0,0,1,0,0,0,Level Up (4),40 (0x28),Kabutops (141),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Rock Throw (88),1,Aqua Jet (37),1,Metal Claw (232),1,Hone Claws (12),28,Aerial Ace (332),30,Bulldoze (222),32,Rock Tomb (317),35,Slash (163),38,Shadow Claw (139),40,Razor Shell (179),43,Night Slash (168),46,X-Scissor (36),50,Iron Head (19),53,Liquidation (230),56,Ice Hammer (249),60,Stone Edge (39),65,Earthquake (89),70,Head Smash (131),63,Sandstorm (201),6 (0x6),face140.gtx Regular (140),poke_dance.fsys -> kabuto.atx (0x1CA63200),6 (0x6),face140.gtx Shiny (526),poke_dance.fsys -> kabuto_c.atx (0x1CA93200)
"Kabutops"  - 141,Very Fast (1),45,87.5% Male (31),201,70 (0x46),13,405,603 (0x25B),141 (0x8D),1360 (0x550),141,296,"Kabutops" (0x475),"Shellfish" (0x63A),0 (0x0),147 (0x93),533 (0x215),pkx_kabutops.fsys (141),Rock (5),Water (11),Sand Rush (91),Battle Armour (4),false,false,false,false,true,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,false,false,false,true,true,false,true,true,true,false,true,true,false,false,true,false,true,true,false,true,false,true,true,false,false,true,true,false,false,true,true,false,false,true,true,false,true,false,true,true,false,false,false,false,true,false,true,true,false,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),70,155,125,65,75,80,0,2,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Rock Throw (88),1,Aqua Jet (37),1,Metal Claw (232),1,Hone Claws (12),28,Aerial Ace (332),30,Bulldoze (222),32,Rock Tomb (317),35,Slash (163),38,Shadow Claw (139),40,Razor Shell (179),43,Night Slash (168),46,X-Scissor (36),50,Iron Head (19),53,Liquidation (230),56,Ice Hammer (249),60,Stone Edge (39),65,Earthquake (89),70,Head Smash (131),63,Sandstorm (201),6 (0x6),face141.gtx Regular (141),poke_dance.fsys -> kabutops.atx (0x1CA73200),6 (0x6),face141.gtx Shiny (527),poke_dance.fsys -> kabutops_c.atx (0x1CA83200)
"Aerodactyl"  - 142,Very Fast (1),45,87.5% Male (31),202,70 (0x46),18,590,604 (0x25C),142 (0x8E),1357 (0x54D),142,297,"Aerodactyl" (0x476),"Fossil" (0x61A),0 (0x0),148 (0x94),534 (0x216),pkx_ptera.fsys (142),Rock (5),Flying (2),Sand Force (90),None (0),true,true,false,true,true,false,false,false,true,false,false,true,false,false,true,true,false,false,true,false,true,false,true,true,true,true,true,false,false,true,false,false,true,false,false,false,false,true,false,true,true,false,true,true,false,false,false,true,false,false,true,true,true,false,true,true,false,true,false,true,true,true,false,false,false,false,true,true,false,true,Yache Berry (163),Passho Berry (159),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),90,125,70,70,80,135,0,0,0,0,0,2,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Bone Club (10),1,Iron Head (19),1,Hone Claws (12),1,Crunch (242),72,Ice Fang (282),74,Fire Fang (213),76,Dragon Hammer (90),78,Aqua Tail (49),80,Acrobatics (178),82,Sandstorm (201),84,Iron Tail (231),86,Stone Edge (39),88,Dragon Ascent (316),90,Outrage (200),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),7 (0x7),face142.gtx Regular (142),poke_dance.fsys -> ptera.atx (0x1DBE3200),7 (0x7),face142.gtx Shiny (528),poke_dance.fsys -> ptera_c.atx (0x1DBF3200)
"Snorlax"  - 143,Very Fast (1),45,87.5% Male (31),240,70 (0x46),21,4600,605 (0x25D),143 (0x8F),1357 (0x54D),143,298,"Snorlax" (0x477),"Sleeping" (0x5F3),0 (0x0),149 (0x95),535 (0x217),pkx_kabigon.fsys (143),Normal (0),Normal (0),Immunity (17),Thick Fat (47),false,true,false,false,true,false,true,true,true,true,false,true,false,false,true,true,true,false,true,false,true,false,false,true,true,false,false,true,false,true,false,true,true,true,true,false,true,false,false,true,true,false,true,true,true,true,true,true,false,false,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,false,true,true,true,Leftovers (200),Leftovers (200),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),180,110,65,65,120,30,3,0,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Zen Headbutt (5),1,Iron Head (19),1,Rest (156),1,Belly Drum (187),75,Liquidation (230),77,Hammer Arm (118),80,Curse (174),82,Headbutt (29),84,Curse (174),86,Earthquake (89),88,Double-Edge (38),90,Superpower (276),95,Giga Impact (320),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),5 (0x5),face143.gtx Regular (143),poke_dance.fsys -> kabigon.atx (0x1CA43200),5 (0x5),face143.gtx Shiny (529),poke_dance.fsys -> kabigon_c.atx (0x1CA53200)
"Articuno"  - 144,Very Fast (1),30,Genderless (255),255,35 (0x23),17,554,606 (0x25E),144 (0x90),1356 (0x54C),144,299,"Articuno" (0x478),"Freeze" (0x6EA),0 (0x0),150 (0x96),536 (0x218),pkx_freezer.fsys (144),Ice (15),Flying (2),Snow Warning (85),Competitive (104),true,false,true,true,true,false,false,false,true,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,true,true,false,true,false,true,true,false,false,true,true,true,false,false,true,true,true,false,false,false,true,false,true,true,false,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),100,85,110,95,125,85,0,0,0,0,3,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Air Slash (154),1,Roost (117),1,Freeze Dry (198),1,Steel Wing (211),52,Aurora Veil (32),54,Ancientpower (246),56,Reflect (115),58,Shadow Ball (247),60,Drill Peck (65),62,Scald (17),64,Dragon Pulse (110),66,Ice Beam (58),68,Moonblast (296),70,Aeroblast (177),72,Blizzard (59),75,Hurricane (239),78,Brave Bird (123),80,Boomburst (253),0,None (0),2 (0x2),face144.gtx Regular (144),poke_dance.fsys -> freezer.atx (0x1C313200),2 (0x2),face144.gtx Shiny (530),poke_dance.fsys -> freezer_c.atx (0x1C323200)
"Zapdos"  - 145,Very Fast (1),30,Genderless (255),255,35 (0x23),16,526,607 (0x25F),145 (0x91),1356 (0x54C),145,300,"Zapdos" (0x479),"Electric" (0x678),0 (0x0),151 (0x97),537 (0x219),pkx_thunder.fsys (145),Electr (13),Flying (2),Static (9),Defiant (103),true,false,true,true,false,false,false,false,true,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,false,false,true,true,false,false,false,false,true,true,false,false,true,true,true,false,false,true,false,true,false,false,false,false,false,true,true,false,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),100,90,85,125,90,110,0,0,0,3,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Air Slash (154),1,Roost (117),1,Discharge (134),1,Flash Cannon (295),52,Ancientpower (246),54,Drill Run (312),56,Nasty Plot (140),58,Extremespeed (245),60,Psyshock (133),62,Volt Switch (289),64,Thunderbolt (85),66,Earth Power (11),68,Aeroblast (177),70,Thunder (87),73,Superpower (276),75,Zap Cannon (192),78,Hurricane (239),80,Brave Bird (123),0,None (0),3 (0x3),face145.gtx Regular (145),poke_dance.fsys -> thunder.atx (0x1E323200),3 (0x3),face145.gtx Shiny (531),poke_dance.fsys -> thunder_c.atx (0x1E353200)
"Moltres"  - 146,Very Fast (1),30,Genderless (255),255,35 (0x23),20,600,608 (0x260),146 (0x92),1356 (0x54C),146,301,"Moltres" (0x47A),"Flame" (0x615),0 (0x0),152 (0x98),538 (0x21A),pkx_fire.fsys (146),Fire (10),Flying (2),Flame Body (49),Tinted Lens (106),true,true,true,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,true,true,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,false,false,false,false,false,true,false,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),100,110,90,125,85,90,0,0,0,3,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Air Slash (154),1,Roost (117),1,Flame Wheel (172),1,Steel Wing (211),52,Ancientpower (246),54,Brick Break (280),56,Lava Plume (233),58,Dazzling Gleam (169),60,Fiery Dance (144),62,Drill Peck (65),64,Flash Cannon (295),66,Dragon Pulse (110),68,Bug Buzz (30),70,Heat Wave (257),72,Aeroblast (177),74,Overheat (315),76,Hurricane (239),78,Solarbeam (76),80,Brave Bird (123),3 (0x3),face146.gtx Regular (146),poke_dance.fsys -> fire.atx (0x1C2B3200),3 (0x3),face146.gtx Shiny (532),poke_dance.fsys -> fire_c.atx (0x1C2C3200)
"Dratini"  - 147,Very Fast (1),75,50% Male (127),67,35 (0x23),18,33,609 (0x261),147 (0x93),1360 (0x550),147,302,"Dratini" (0x47B),"Dragon" (0x689),0 (0x0),153 (0x99),539 (0x21B),pkx_miniryu.fsys (147),Dragon (16),Dragon (16),Speed Boost (3),None (0),false,false,false,false,false,false,false,false,true,true,false,false,false,false,true,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,true,true,false,true,true,true,true,false,false,false,true,true,true,false,true,true,false,false,true,true,false,true,false,false,false,false,false,true,true,true,Haban Berry (164),Roseli Berry (157),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),60,75,55,55,55,50,0,1,0,0,0,0,Level Up (4),30 (0x1E),Dragonair (148),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Aqua Jet (37),1,Peck (64),1,Dragon Dance (349),1,Ember (52),13,Metal Claw (232),16,Flame Charge (77),20,Dragon Tail (46),23,Aerial Ace (332),28,Thunder Punch (9),32,Fire Punch (7),36,Steel Wing (211),40,Roost (117),43,Liquidation (230),46,Dragon Hammer (90),50,Iron Tail (231),52,Dragon Ascent (316),55,Outrage (200),60,Flare Blitz (25),0,None (0),2 (0x2),face147.gtx Regular (147),poke_dance.fsys -> miniryu.atx (0x1D363200),2 (0x2),face147.gtx Shiny (533),poke_dance.fsys -> miniryu_c.atx (0x1D373200)
"Dragonair"  - 148,Very Fast (1),30,50% Male (127),144,35 (0x23),40,165,610 (0x262),148 (0x94),1360 (0x550),148,303,"Dragonair" (0x47C),"Dragon" (0x689),0 (0x0),154 (0x9A),540 (0x21C),pkx_hakuryu.fsys (148),Dragon (16),Dragon (16),Speed Boost (3),Inner Focus (39),true,true,false,true,false,false,false,false,true,true,false,false,false,false,true,true,true,false,false,false,true,false,true,false,false,false,false,true,false,false,true,true,false,true,false,false,true,false,true,false,true,true,true,true,true,true,true,false,true,false,true,true,true,false,true,true,true,false,true,true,false,true,false,false,false,true,false,true,true,true,Roseli Berry (157),Haban Berry (164),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),80,90,70,70,70,70,0,2,0,0,0,0,Level Up (4),55 (0x37),Dragonite (149),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Aqua Jet (37),1,Peck (64),1,Dragon Dance (125),1,Ember (52),13,Metal Claw (232),16,Flame Charge (77),20,Dragon Tail (46),23,Aerial Ace (332),28,Thunder Punch (9),32,Fire Punch (7),36,Steel Wing (211),40,Roost (117),43,Liquidation (230),46,Dragon Hammer (90),50,Iron Tail (231),52,Dragon Ascent (316),55,Outrage (200),60,Flare Blitz (25),0,None (0),2 (0x2),face148.gtx Regular (148),poke_dance.fsys -> hakuryu.atx (0x1C673200),2 (0x2),face148.gtx Shiny (534),poke_dance.fsys -> hakuryu_c.atx (0x1C683200)
"Dragonite"  - 149,Very Fast (1),45,50% Male (127),230,35 (0x23),22,2100,611 (0x263),149 (0x95),1357 (0x54D),149,304,"Dragonite" (0x47D),"Dragon" (0x689),0 (0x0),155 (0x9B),541 (0x21D),pkx_kairyu.fsys (149),Dragon (16),Flying (2),Speed Boost (3),Inner Focus (39),true,true,false,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,false,false,true,false,true,true,true,false,true,false,false,false,false,false,true,true,false,false,true,true,true,true,true,false,true,true,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,false,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),95,135,95,100,100,80,0,3,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Aqua Jet (37),1,Peck (64),1,Dragon Dance (125),1,Ember (52),13,Metal Claw (232),16,Flame Charge (77),20,Dragon Tail (46),23,Aerial Ace (332),28,Thunder Punch (9),32,Fire Punch (7),36,Steel Wing (211),40,Roost (117),43,Liquidation (230),46,Dragon Hammer (90),50,Iron Tail (231),52,Dragon Ascent (316),55,Outrage (200),60,Flare Blitz (25),0,None (0),6 (0x6),face149.gtx Regular (149),poke_dance.fsys -> kairyu.atx (0x1CB03200),6 (0x6),face149.gtx Shiny (535),poke_dance.fsys -> kairyu_c.atx (0x1CB13200)
"Mewtwo"  - 150,Very Fast (1),20,Genderless (255),255,0 (0x0),20,1220,612 (0x264),150 (0x96),1356 (0x54C),150,305,"Mewtwo" (0x47E),"Genetic" (0x5F0),0 (0x0),156 (0x9C),542 (0x21E),pkx_mewtwo.fsys (150),Psychc (14),Psychc (14),Justified (98),None (0),false,false,false,false,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,true,true,false,false,false,false,false,true,true,true,true,true,false,true,false,false,false,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),106,135,90,135,90,130,0,0,0,3,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Shadow Ball (247),1,Psycho Cut (307),1,Calm Mind (347),1,Drain Punch (22),70,Drain Punch (22),72,Thunder Punch (9),74,Ice Punch (8),76,Fire Punch (7),78,Dark Pulse (66),80,Recover (105),82,Aura Sphere (4),84,Shadow Ball (247),86,First Impression (24),88,Psystrike (218),90,Meteor Mash (309),92,Bulk Up (339),95,Earthquake (89),98,Superpower (276),100,Psycho Boost (354),7 (0x7),face150.gtx Regular (150),poke_dance.fsys -> mewtwo.atx (0x1D2F3200),7 (0x7),face150.gtx Shiny (536),poke_dance.fsys -> mewtwo_c.atx (0x1D303200)
"Mew"  - 151,Very Fast (1),45,Genderless (255),255,100 (0x64),4,40,613 (0x265),151 (0x97),1356 (0x54C),151,306,"Mew" (0x47F),"New Species" (0x658),0 (0x0),157 (0x9D),543 (0x21F),pkx_mew.fsys (151),Psychc (14),Psychc (14),Trace (36),None (0),true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,Iapapa Berry (147),Iapapa Berry (147),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),100,100,100,100,100,100,3,0,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Recover (105),1,Acrobatics (178),1,Heart Stamp (170),1,Feint Attack (185),37,Ancientpower (246),40,Extrasensory (326),42,Sucker Punch (21),45,Signal Beam (324),48,Calm Mind (347),50,Aura Sphere (4),52,Dark Pulse (66),55,Dazzling Gleam (169),58,Nasty Plot (140),60,Psychic (94),63,Thunderbolt (85),66,Aeroblast (177),70,Solarbeam (76),75,Hyper Beam (63),80,Psycho Boost (354),10 (0xA),face151.gtx Regular (151),poke_dance.fsys -> mew.atx (0x1D2E3200),10 (0xA),face151.gtx Shiny (537),poke_dance.fsys -> mew_c.atx (0x1D313200)
"Chikorita"  - 152,Very Fast (1),45,87.5% Male (31),64,70 (0x46),9,64,614 (0x266),152 (0x98),1358 (0x54E),152,307,"Chikorita" (0x480),"Leaf" (0x6A7),0 (0x0),158 (0x9E),544 (0x220),pkx_chicorita.fsys (152),Grass (12),Grass (12),Flash Fire (18),None (0),false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,true,true,true,false,true,true,false,true,false,true,false,false,false,false,false,false,false,false,false,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),61,57,65,57,65,45,0,0,0,0,1,0,Level Up (4),16 (0x10),Bayleef (153),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Absorb (71),1,Ember (52),1,Baby Doll Eyes (23),1,Fairy Wind (176),13,Sunny Day (241),16,Disarming Voice (146),19,Mega Drain (72),23,Synthesis (235),26,Spore (147),30,Giga Drain (202),32,Moonlight (236),34,Flamethrower (53),40,Energy Ball (91),43,Leech Seed (73),46,Moonblast (296),50,Solarbeam (76),55,Heat Wave (257),60,Leaf Storm (121),36,Dazzling Gleam (169),4 (0x4),face152.gtx Regular (152),poke_dance.fsys -> chicorita.atx (0x1BDD3200),4 (0x4),face152.gtx Shiny (538),poke_dance.fsys -> chicorita_c.atx (0x1BDE3200)
