Entry Name,Species,Level,Happiness,Item,AI Role,Is Key Strategic Pokemon,IVs HP,IVs Attack,IVs Defense,IVs Sp.Atk,IVs Sp.Def,IVs Speed,EVs HP,EVs Attack,EVs Defense,EVs Sp.Atk,EVs Sp.Def,EVs Speed,Moves 1,Moves 2,Moves 3,Moves 4,Shininess,Use species second ability,Gender,Nature,Can Fill Combo A Role 1,Can Fill Combo A Role 2,Can Fill Combo B Role 1,Can Fill Combo B Role 2
Absol - 398,Absol (376),77,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Superpower (276),Earthquake (89),Ice Hammer (249),Megahorn (224),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Wigglytuff - 399,Wigglytuff (40),78,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Trick Room (54),Cotton Guard (160),Reflect (115),Moonlight (236),Never (0x0),TRUE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Grumpig - 400,Grumpig (352),79,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Shadow Ball (247),Energy Ball (91),Sludge Bomb (188),Light Screen (113),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Jolteon - 401,Jolteon (135),80,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Zap Cannon (192),Hyper Beam (63),Foul Play (151),Thunder (87),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Snorlax - 402,Snorlax (143),81,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Liquidation (230),Hammer Arm (118),Curse (174),Belly Drum (187),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Nidoking - 403,Nidoking (34),82,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Meteor Mash (309),Liquidation (230),Blaze Kick (299),Play Rough (70),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Sudowoodo - 404,Sudowoodo (185),83,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Earthquake (89),Stone Edge (39),Poison Jab (15),Zen Headbutt (5),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Aggron - 405,Aggron (384),85,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Rock Slide (157),Stomping Tantrum (175),Brick Break (280),Iron Head (19),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Aerodactyl - 406,Aerodactyl (142),85,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Bone Club (10),Iron Head (19),Hone Claws (12),Crunch (242),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Umbreon - 407,Umbreon (197),86,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Foul Play (151),Iron Tail (231),Psychic Fangs (135),Play Rough (70),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Misdreavus - 408,Misdreavus (200),87,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Moonblast (296),Psystrike (218),Flash Cannon (295),Thunderbolt (85),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Gyarados - 409,Gyarados (130),89,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Aqua Tail (49),Dragon Hammer (90),Play Rough (70),Dragon Dance (349),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Exploud - 410,Exploud (372),90,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Gunk Shot (148),Head Smash (131),Earthquake (89),Ice Hammer (249),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Poliwrath - 411,Poliwrath (62),92,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Crabhammer (152),Close Combat (119),Hammer Arm (118),Ice Hammer (249),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Machamp - 412,Machamp (68),92,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Meteor Mash (309),Superpower (276),Close Combat (119),Stone Edge (39),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Kangaskhan - 413,Kangaskhan (115),92,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Hammer Arm (118),Meteor Mash (309),High Horsepower (278),Wild Charge (248),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Exeggutor - 414,Exeggutor (103),94,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Leaf Storm (121),Psystrike (218),Solarbeam (76),Sludge Bomb (188),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Beedrill - 415,Beedrill (15),95,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Gunk Shot (148),Dragon Ascent (316),Night Slash (168),Megahorn (224),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Shedinja - 416,Shedinja (303),97,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Foul Play (151),Explosion (153),Swords Dance (14),First Impression (24),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Wailord - 417,Wailord (314),98,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Ice Hammer (249),Aeroblast (177),Double-Edge (38),Water Spout (323),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Salamence - 418,Salamence (397),98,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Dragon Ascent (316),Flare Blitz (25),Zen Headbutt (5),Outrage (200),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Metagross - 419,Metagross (400),99,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Superpower (276),Giga Impact (320),Meteor Mash (309),Earthquake (89),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Raichu - 420,Raichu (26),100,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Flare Blitz (25),Volt Tackle (344),Iron Tail (231),Aqua Tail (49),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Crawdaunt - 421,Crawdaunt (327),97,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Earthquake (89),Crabhammer (152),Liquidation (230),Meteor Mash (309),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Charizard - 422,Charizard (6),96,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Aeroblast (177),Draco Meteor (31),Tailwind (219),Eruption (284),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Sneasel - 423,Sneasel (215),96,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Close Combat (119),Ice Hammer (249),Stone Edge (39),Double-Edge (38),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Heracross - 424,Heracross (214),95,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Close Combat (119),Head Smash (131),Stone Edge (39),Megahorn (224),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Girafarig - 425,Girafarig (203),94,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Recover (105),Iron Tail (231),High Horsepower (278),Psystrike (218),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Espeon - 426,Espeon (196),94,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Thunder (87),Psycho Boost (354),Moonblast (296),Psystrike (218),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Arcanine - 427,Arcanine (59),94,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Double-Edge (38),Flare Blitz (25),Sacred Fire (221),Earthquake (89),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Blastoise - 428,Blastoise (9),94,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Dark Pulse (66),Water Spout (323),Surf (57),Hydro Pump (56),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Aerodactyl - 429,Aerodactyl (142),93,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Dragon Ascent (316),Outrage (200),Iron Tail (231),Stone Edge (39),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Charizard - 430,Charizard (6),93,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Aeroblast (177),Draco Meteor (31),Tailwind (219),Eruption (284),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Nidoqueen - 431,Nidoqueen (31),93,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Meteor Mash (309),Gunk Shot (148),Blaze Kick (299),Play Rough (70),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Marowak - 432,Marowak (105),93,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Earthquake (89),Head Smash (131),Stone Edge (39),Ice Hammer (249),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Lapras - 433,Lapras (131),92,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Blizzard (59),Thunderbolt (85),Moonblast (296),Hydro Pump (56),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Sandslash - 434,Sandslash (266),92,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Head Smash (131),Earthquake (89),Stone Edge (39),Iron Tail (231),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Gardevoir - 435,Gardevoir (394),90,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Overheat (315),Psycho Boost (354),Psystrike (218),Thunder (87),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Azumarill - 436,Azumarill (184),90,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Ice Hammer (249),Iron Tail (231),Foul Play (151),Hammer Arm (118),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Porygon2 - 437,Porygon2 (233),91,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Ice Beam (58),Psystrike (218),Thunderbolt (85),Flamethrower (53),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Feraligatr - 438,Feraligatr (160),91,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Superpower (276),Outrage (200),Dragon Hammer (90),Crabhammer (152),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Feraligatr - 439,Feraligatr (160),91,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Superpower (276),Outrage (200),Dragon Hammer (90),Crabhammer (152),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Magneton - 440,Magneton (82),91,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Lock-On (199),Flamethrower (53),Zap Cannon (192),Overheat (315),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Electrode - 441,Electrode (101),43,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Shock Wave (351),Psybeam (60),Nasty Plot (140),Headbutt (29),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Bellossom - 442,Bellossom (182),44,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Mega Drain (72),Quiver Dance (43),Mud Shot (341),Sleep Powder (79),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Jumpluff - 443,Jumpluff (189),44,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Heal Bell (215),Leech Seed (73),Cotton Guard (160),Mega Drain (72),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Forretress - 444,Forretress (205),45,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,U-Turn (287),Iron Defense (334),Headbutt (29),X-Scissor (36),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Dusclops - 445,Dusclops (362),46,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Taunt (269),Shadow Punch (325),Knock Off (48),Will-O-Wisp (261),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Sableye - 446,Sableye (322),46,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Feint Attack (185),Cosmic Power (322),Will-O-Wisp (261),Shadow Sneak (41),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Ariados - 447,Ariados (168),46,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Psychic Fangs (135),Leech Life (81),X-Scissor (36),Cross Poison (342),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Sudowoodo - 448,Sudowoodo (185),47,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Sucker Punch (21),Drain Punch (22),Stomping Tantrum (175),Bulk Up (339),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Seviper - 449,Seviper (379),47,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Super Fang (162),Toxic (92),Ice Fang (282),Cross Poison (342),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Gardevoir - 450,Gardevoir (394),61,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Overheat (315),Psycho Boost (354),Psystrike (218),Thunder (87),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Slowking - 451,Slowking (199),62,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Cosmic Power (322),Powder Snow (181),Water Pulse (352),Psybeam (60),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Jynx - 452,Jynx (124),62,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Freeze Dry (198),Shadow Ball (247),Tri Attack (161),Hail (258),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Metagross - 453,Metagross (400),65,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Iron Defense (334),Heart Stamp (170),Bullet Punch (1),Sucker Punch (21),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Solrock - 454,Solrock (349),66,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Morning Sun (234),Flame Wheel (172),Zen Headbutt (5),Rock Slide (157),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Aipom - 455,Aipom (190),67,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Close Combat (119),Giga Impact (320),Foul Play (151),Iron Tail (231),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Cradily - 456,Cradily (389),68,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Aura Sphere (4),Sandstorm (201),Energy Ball (91),Earth Power (11),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Dragonite - 457,Dragonite (149),69,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Outrage (200),Flare Blitz (25),Iron Tail (231),Dragon Ascent (316),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Golduck - 458,Golduck (55),70,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Psystrike (218),Water Spout (323),Sludge Bomb (188),Recover (105),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Rhydon - 459,Rhydon (112),71,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Megahorn (224),Head Smash (131),Stone Edge (39),Superpower (276),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Flareon - 460,Flareon (136),72,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Sacred Fire (221),Iron Head (19),Play Rough (70),Aqua Tail (49),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Ninetales - 461,Ninetales (38),72,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Flash Cannon (295),Heat Wave (257),Extrasensory (326),Power Gem (285),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Sneasel - 462,Sneasel (215),75,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Poison Jab (15),Zen Headbutt (5),Icicle Crash (99),Night Slash (168),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Jynx - 463,Jynx (124),75,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Psycho Boost (354),Boomburst (253),Blizzard (59),Hyper Beam (63),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Girafarig - 464,Girafarig (203),76,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Recover (105),Iron Tail (231),High Horsepower (278),Psystrike (218),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Medicham - 465,Medicham (357),77,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Stone Edge (39),Hi Jump Kick (136),Dynamicpunch (223),Ice Hammer (249),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Politoed - 466,Politoed (186),78,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Psystrike (218),Water Spout (323),Nasty Plot (140),Hydro Pump (56),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Delibird - 467,Delibird (225),80,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Moonblast (296),Blizzard (59),Brave Bird (123),Hurricane (239),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Scizor - 468,Scizor (212),81,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Brave Bird (123),Power Whip (313),Bullet Punch (1),Superpower (276),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Persian - 469,Persian (53),82,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Dragon Claw (337),Crunch (242),Substitute (164),Double-Edge (38),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Gligar - 470,Gligar (207),82,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Bulldoze (222),Dragon Dance (125),Acrobatics (178),Roost (117),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Houndoom - 471,Houndoom (229),83,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Solarbeam (76),Overheat (315),Foul Play (151),Nasty Plot (140),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Salamence - 472,Salamence (397),85,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Dragon Ascent (316),Flare Blitz (25),Zen Headbutt (5),Outrage (200),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Torkoal - 473,Torkoal (321),86,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Earth Power (11),Sacred Fire (221),Rock Slide (157),Heat Wave (257),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Armaldo - 474,Armaldo (391),87,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Head Smash (131),Stone Edge (39),Iron Tail (231),Wood Hammer (150),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Sharpedo - 475,Sharpedo (331),89,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Hydro Pump (56),Outrage (200),Surf (57),Ice Hammer (249),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Ludicolo - 476,Ludicolo (297),89,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Solarbeam (76),Hydro Pump (56),First Impression (24),Surf (57),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Onix - 477,Onix (95),21,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,Bulldoze (222),Screech (103),Rock Blast (350),Rock Throw (88),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 478,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 479,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 480,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 481,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 482,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 483,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 484,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 485,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 486,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 487,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 488,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 489,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 490,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 491,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 492,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 493,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 494,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 495,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 496,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 497,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 498,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 499,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 500,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 501,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 502,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
- - 503,None (0),0,0,None (0),なし  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,None (0),None (0),None (0),None (0),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
